CONTAINER_NO,VESSEL,MCHN_ID,MCHN_TP_CD,JOB_TYPE,FULL_EMPTY,BLOCK_BAY,JOB_END_DT
container9166,ship2,TC274,TC,LD-YARDSIDE,F,2G-54,2018-01-17 4:18
container9166,ship2,YT504,YT,LD-MOVE,F,2G-54,2018-01-17 4:26
container9166,ship2,YT556,YT,DS-MOVE,F,2G-54,2018-01-16 21:11
container9167,ship2,GC105,QC,DS-QUAYSIDE,F,2G-58,2018-01-16 15:51
container9167,ship2,TC274,TC,DS-YARDSIDE,F,2G-58,2018-01-16 16:07
container9167,ship2,YT517,YT,DS-MOVE,F,2G-58,2018-01-16 16:05
container9168,ship2,GC106,QC,DS-QUAYSIDE,F,3G-26,2018-01-16 9:30
container9168,ship2,TC275,TC,DS-YARDSIDE,F,3G-26,2018-01-16 9:46
container9168,ship2,YT538,YT,DS-MOVE,F,3G-26,2018-01-16 9:45
container9169,ship2,GC105,GC,LD-QUAYSIDE,F,3B-32,2018-01-16 19:35
container9169,ship2,TC225,TC,LD-YARDSIDE,F,3B-32,2018-01-16 19:17
container9169,ship2,YT543,YT,LD-MOVE,F,3B-32,2018-01-16 19:33
container9170,ship2,GC104,QC,DS-QUAYSIDE,F,2G-38,2018-01-16 19:57
container9170,ship2,TC273,TC,DS-YARDSIDE,F,2G-38,2018-01-16 20:07
container9170,ship2,YT518,YT,DS-MOVE,F,2G-38,2018-01-16 20:05
container9171,ship2,GC105,QC,DS-QUAYSIDE,F,2G-58,2018-01-16 18:35
container9171,ship2,TC274,TC,DS-YARDSIDE,F,2G-58,2018-01-16 18:51
container9171,ship2,YT561,YT,DS-MOVE,F,2G-58,2018-01-16 18:49
container9172,ship2,GC106,GC,LD-QUAYSIDE,F,1C-76,2018-01-16 13:35
container9172,ship2,TC232,TC,LD-YARDSIDE,F,1C-76,2018-01-16 13:29
container9172,ship2,YT517,YT,LD-MOVE,F,1C-76,2018-01-16 13:33
container9173,ship2,GC103,QC,DS-QUAYSIDE,F,1D-66,2018-01-16 12:12
container9173,ship2,TC242,TC,DS-YARDSIDE,F,1D-66,2018-01-16 12:24
container9173,ship2,YT511,YT,DS-MOVE,F,1D-66,2018-01-16 12:23
container9174,ship2,GC105,QC,DS-QUAYSIDE,F,2F-14,2018-01-16 14:21
container9174,ship2,TC263,TC,DS-YARDSIDE,F,2F-14,2018-01-16 14:41
container9174,ship2,YT505,YT,DS-MOVE,F,2F-14,2018-01-16 14:39
container9175,ship2,GC103,QC,DS-QUAYSIDE,F,2D-72,2018-01-16 11:50
container9175,ship2,TC244,TC,DS-YARDSIDE,F,2D-72,2018-01-16 11:56
container9175,ship2,YT536,YT,DS-MOVE,F,2D-72,2018-01-16 11:55
container9176,ship2,GC101,GC,LD-QUAYSIDE,F,2D-10,2018-01-16 14:25
container9176,ship2,TC243,TC,LD-YARDSIDE,F,2D-10,2018-01-16 14:17
container9176,ship2,YT524,YT,LD-MOVE,F,2D-10,2018-01-16 14:22
container9177,ship2,GC101,GC,LD-QUAYSIDE,F,2A-76,2018-01-17 1:10
container9177,ship2,TC214,TC,LD-YARDSIDE,F,2A-76,2018-01-17 1:05
container9177,ship2,YT516,YT,LD-MOVE,F,2A-76,2018-01-17 1:08
container9178,ship2,GC105,QC,DS-QUAYSIDE,F,3B-28,2018-01-16 14:16
container9178,ship2,TC225,TC,DS-YARDSIDE,F,3B-28,2018-01-16 14:30
container9178,ship2,YT516,YT,DS-MOVE,F,3B-28,2018-01-16 14:29
container9179,ship2,GC101,QC,DS-QUAYSIDE,F,1C-68,2018-01-16 18:42
container9179,ship2,TC232,TC,DS-YARDSIDE,F,1C-68,2018-01-16 19:00
container9179,ship2,YT566,YT,DS-MOVE,F,1C-68,2018-01-16 18:58
container9180,ship2,GC106,GC,LD-QUAYSIDE,F,3B-90,2018-01-17 1:28
container9180,ship2,TC226,TC,LD-YARDSIDE,F,3B-90,2018-01-17 1:25
container9180,ship2,YT574,YT,LD-MOVE,F,3B-90,2018-01-17 1:25
container9181,ship2,GC102,GC,LD-QUAYSIDE,F,1C-14,2018-01-17 3:59
container9181,ship2,GC105,QC,DS-QUAYSIDE,F,1C-14,2018-01-16 21:39
container9181,ship2,TC231,TC,DS-YARDSIDE,F,1C-14,2018-01-16 21:45
container9181,ship2,TC231,TC,LD-YARDSIDE,F,1C-14,2018-01-17 3:47
container9181,ship2,YT518,YT,DS-MOVE,F,1C-14,2018-01-16 21:43
container9181,ship2,YT518,YT,LD-MOVE,F,1C-14,2018-01-17 3:56
container9182,ship2,GC102,GC,LD-QUAYSIDE,F,1D-06,2018-01-17 1:46
container9182,ship2,TC241,TC,LD-YARDSIDE,F,1D-06,2018-01-17 1:34
container9182,ship2,YT595,YT,LD-MOVE,F,1D-06,2018-01-17 1:43
container9183,ship2,GC106,GC,LD-QUAYSIDE,F,1C-76,2018-01-16 13:43
container9183,ship2,TC232,TC,LD-YARDSIDE,F,1C-76,2018-01-16 13:31
container9183,ship2,YT531,YT,LD-MOVE,F,1C-76,2018-01-16 13:41
container9184,ship2,GC106,QC,DS-QUAYSIDE,F,1B-76,2018-01-16 9:55
container9184,ship2,TC222,TC,DS-YARDSIDE,F,1B-76,2018-01-16 10:01
container9184,ship2,YT511,YT,DS-MOVE,F,1B-76,2018-01-16 10:00
container9185,ship2,GC102,GC,LD-QUAYSIDE,F,1D-80,2018-01-16 16:36
container9185,ship2,TC242,TC,LD-YARDSIDE,F,1D-80,2018-01-16 16:33
container9185,ship2,YT562,YT,LD-MOVE,F,1D-80,2018-01-16 16:33
container9186,ship2,GC102,GC,LD-QUAYSIDE,F,1D-80,2018-01-16 17:00
container9186,ship2,TC242,TC,LD-YARDSIDE,F,1D-80,2018-01-16 16:58
container9186,ship2,YT535,YT,LD-MOVE,F,1D-80,2018-01-16 16:58
container9187,ship2,GC102,GC,LD-QUAYSIDE,F,1D-80,2018-01-16 16:34
container9187,ship2,TC242,TC,LD-YARDSIDE,F,1D-80,2018-01-16 16:31
container9187,ship2,YT563,YT,LD-MOVE,F,1D-80,2018-01-16 16:32
container9188,ship2,GC101,QC,DS-QUAYSIDE,F,1F-14,2018-01-16 18:55
container9188,ship2,TC261,TC,DS-YARDSIDE,F,1F-14,2018-01-16 19:01
container9188,ship2,YT520,YT,DS-MOVE,F,1F-14,2018-01-16 19:00
container9189,ship2,GC107,GC,LD-QUAYSIDE,F,2B-32,2018-01-17 2:41
container9189,ship2,TC223,TC,LD-YARDSIDE,F,2B-32,2018-01-17 2:31
container9189,ship2,YT547,YT,LD-MOVE,F,2B-32,2018-01-17 2:38
container9190,ship2,GC101,GC,LD-QUAYSIDE,F,2A-76,2018-01-17 1:07
container9190,ship2,TC214,TC,LD-YARDSIDE,F,2A-76,2018-01-17 1:03
container9190,ship2,YT530,YT,LD-MOVE,F,2A-76,2018-01-17 1:06
container9191,ship2,GC107,QC,DS-QUAYSIDE,F,3.00E-58,2018-01-16 21:37
container9191,ship2,TC256,TC,DS-YARDSIDE,F,3.00E-58,2018-01-16 21:51
container9191,ship2,YT537,YT,DS-MOVE,F,3.00E-58,2018-01-16 21:49
container9192,ship2,GC102,GC,LD-QUAYSIDE,F,2B-16,2018-01-16 14:56
container9192,ship2,TC223,TC,LD-YARDSIDE,F,2B-16,2018-01-16 14:45
container9192,ship2,YT508,YT,LD-MOVE,F,2B-16,2018-01-16 14:53
container9193,ship2,GC102,GC,LD-QUAYSIDE,F,2B-16,2018-01-16 15:36
container9193,ship2,TC223,TC,LD-YARDSIDE,F,2B-16,2018-01-16 15:25
container9193,ship2,YT524,YT,LD-MOVE,F,2B-16,2018-01-16 15:33
container9194,ship2,GC102,GC,LD-QUAYSIDE,F,2B-58,2018-01-16 15:21
container9194,ship2,TC224,TC,LD-YARDSIDE,F,2B-58,2018-01-16 15:15
container9194,ship2,YT539,YT,LD-MOVE,F,2B-58,2018-01-16 15:18
container9195,ship2,GC101,GC,LD-QUAYSIDE,F,1B-02,2018-01-17 0:56
container9195,ship2,TC221,TC,LD-YARDSIDE,F,1B-02,2018-01-17 0:51
container9195,ship2,YT530,YT,LD-MOVE,F,1B-02,2018-01-17 0:54
container9196,ship2,GC104,QC,DS-QUAYSIDE,F,1B-76,2018-01-16 21:37
container9196,ship2,TC222,TC,DS-YARDSIDE,F,1B-76,2018-01-16 21:45
container9196,ship2,YT563,YT,DS-MOVE,F,1B-76,2018-01-16 21:44
container9197,ship2,GC103,QC,DS-QUAYSIDE,F,3D-14,2018-01-16 12:16
container9197,ship2,TC245,TC,DS-YARDSIDE,F,3D-14,2018-01-16 12:32
container9197,ship2,YT510,YT,DS-MOVE,F,3D-14,2018-01-16 12:30
container9198,ship2,GC101,GC,LD-QUAYSIDE,F,1B-02,2018-01-17 1:23
container9198,ship2,TC221,TC,LD-YARDSIDE,F,1B-02,2018-01-17 1:20
container9198,ship2,YT505,YT,LD-MOVE,F,1B-02,2018-01-17 1:21
container9199,ship2,GC102,GC,LD-QUAYSIDE,F,2B-16,2018-01-16 15:55
container9199,ship2,TC223,TC,LD-YARDSIDE,F,2B-16,2018-01-16 15:46
container9199,ship2,YT563,YT,LD-MOVE,F,2B-16,2018-01-16 15:53
container9200,ship2,GC102,GC,LD-QUAYSIDE,F,1D-80,2018-01-16 17:09
container9200,ship2,TC242,TC,LD-YARDSIDE,F,1D-80,2018-01-16 17:06
container9200,ship2,YT518,YT,LD-MOVE,F,1D-80,2018-01-16 17:08
container9201,ship2,GC102,GC,LD-QUAYSIDE,F,2B-16,2018-01-16 15:52
container9201,ship2,TC223,TC,LD-YARDSIDE,F,2B-16,2018-01-16 15:44
container9201,ship2,YT561,YT,LD-MOVE,F,2B-16,2018-01-16 15:49
container9202,ship2,GC102,GC,LD-QUAYSIDE,F,1D-80,2018-01-16 16:41
container9202,ship2,TC242,TC,LD-YARDSIDE,F,1D-80,2018-01-16 16:36
container9202,ship2,YT517,YT,LD-MOVE,F,1D-80,2018-01-16 16:39
container9203,ship2,GC106,QC,DS-QUAYSIDE,F,2B-52,2018-01-16 10:22
container9203,ship2,TC224,TC,DS-YARDSIDE,F,2B-52,2018-01-16 10:36
container9203,ship2,YT542,YT,DS-MOVE,F,2B-52,2018-01-16 10:34
container9204,ship2,GC106,QC,DS-QUAYSIDE,F,1G-76,2018-01-16 10:18
container9204,ship2,TC272,TC,DS-YARDSIDE,F,1G-76,2018-01-16 10:25
container9204,ship2,YT529,YT,DS-MOVE,F,1G-76,2018-01-16 10:23
container9205,ship2,GC103,GC,LD-QUAYSIDE,F,1B-02,2018-01-17 4:13
container9205,ship2,TC221,TC,LD-YARDSIDE,F,1B-02,2018-01-17 4:03
container9205,ship2,YT523,YT,LD-MOVE,F,1B-02,2018-01-17 4:10
container9206,ship2,GC107,QC,DS-QUAYSIDE,F,3C-66,2018-01-16 16:46
container9206,ship2,TC236,TC,DS-YARDSIDE,F,3C-66,2018-01-16 17:00
container9206,ship2,YT561,YT,DS-MOVE,F,3C-66,2018-01-16 16:59
container9207,ship2,GC105,GC,LD-QUAYSIDE,F,1A-80,2018-01-16 20:58
container9207,ship2,TC212,TC,LD-YARDSIDE,F,1A-80,2018-01-16 20:53
container9207,ship2,YT549,YT,LD-MOVE,F,1A-80,2018-01-16 20:55
container9208,ship2,GC103,QC,DS-QUAYSIDE,F,2C-72,2018-01-16 21:28
container9208,ship2,TC234,TC,DS-YARDSIDE,F,2C-72,2018-01-16 21:35
container9208,ship2,YT595,YT,DS-MOVE,F,2C-72,2018-01-16 21:33
container9209,ship2,GC101,QC,DS-QUAYSIDE,F,2D-18,2018-01-16 20:26
container9209,ship2,TC243,TC,DS-YARDSIDE,F,2D-18,2018-01-16 20:33
container9209,ship2,YT559,YT,DS-MOVE,F,2D-18,2018-01-16 20:31
container9210,ship2,GC106,QC,DS-QUAYSIDE,F,2B-24,2018-01-16 10:16
container9210,ship2,TC223,TC,DS-YARDSIDE,F,2B-24,2018-01-16 10:30
container9210,ship2,YT503,YT,DS-MOVE,F,2B-24,2018-01-16 10:28
container9211,ship2,GC103,QC,DS-QUAYSIDE,F,1G-62,2018-01-16 11:02
container9211,ship2,TC272,TC,DS-YARDSIDE,F,1G-62,2018-01-16 11:09
container9211,ship2,YT512,YT,DS-MOVE,F,1G-62,2018-01-16 11:08
container9212,ship2,GC103,GC,LD-QUAYSIDE,F,1D-06,2018-01-16 18:45
container9212,ship2,TC241,TC,LD-YARDSIDE,F,1D-06,2018-01-16 18:35
container9212,ship2,YT530,YT,LD-MOVE,F,1D-06,2018-01-16 18:42
container9213,ship2,GC102,GC,LD-QUAYSIDE,F,1C-76,2018-01-17 3:21
container9213,ship2,TC232,TC,LD-YARDSIDE,F,1C-76,2018-01-17 3:18
container9213,ship2,YT538,YT,LD-MOVE,F,1C-76,2018-01-17 3:19
container9214,ship2,GC104,QC,DS-QUAYSIDE,F,3C-66,2018-01-16 16:53
container9214,ship2,TC236,TC,DS-YARDSIDE,F,3C-66,2018-01-16 17:07
container9214,ship2,YT542,YT,DS-MOVE,F,3C-66,2018-01-16 17:06
container9215,ship2,GC101,QC,DS-QUAYSIDE,F,2F-32,2018-01-16 19:28
container9215,ship2,TC263,TC,DS-YARDSIDE,F,2F-32,2018-01-16 19:41
container9215,ship2,YT523,YT,DS-MOVE,F,2F-32,2018-01-16 19:39
container9216,ship2,GC102,GC,LD-QUAYSIDE,F,1D-80,2018-01-16 17:04
container9216,ship2,TC242,TC,LD-YARDSIDE,F,1D-80,2018-01-16 17:01
container9216,ship2,YT586,YT,LD-MOVE,F,1D-80,2018-01-16 17:02
container9217,ship2,GC105,GC,LD-QUAYSIDE,F,2B-48,2018-01-16 18:38
container9217,ship2,TC224,TC,LD-YARDSIDE,F,2B-48,2018-01-16 18:20
container9217,ship2,YT572,YT,LD-MOVE,F,2B-48,2018-01-16 18:36
container9218,ship2,GC103,QC,DS-QUAYSIDE,F,2.00E-48,2018-01-16 11:57
container9218,ship2,TC253,TC,DS-YARDSIDE,F,2.00E-48,2018-01-16 12:08
container9218,ship2,YT506,YT,DS-MOVE,F,2.00E-48,2018-01-16 12:06
container9219,ship2,GC104,QC,DS-QUAYSIDE,F,1C-68,2018-01-16 16:16
container9219,ship2,TC232,TC,DS-YARDSIDE,F,1C-68,2018-01-16 16:28
container9219,ship2,YT512,YT,DS-MOVE,F,1C-68,2018-01-16 16:26
container9220,ship2,GC102,GC,LD-QUAYSIDE,F,2B-06,2018-01-16 17:03
container9220,ship2,TC223,TC,LD-YARDSIDE,F,2B-06,2018-01-16 16:58
container9220,ship2,YT514,YT,LD-MOVE,F,2B-06,2018-01-16 17:00
container9221,ship2,GC106,QC,DS-QUAYSIDE,F,2F-32,2018-01-16 11:00
container9221,ship2,TC263,TC,DS-YARDSIDE,F,2F-32,2018-01-16 11:14
container9221,ship2,YT532,YT,DS-MOVE,F,2F-32,2018-01-16 11:13
container9222,ship2,GC107,QC,DS-QUAYSIDE,F,2B-52,2018-01-16 16:16
container9222,ship2,TC224,TC,DS-YARDSIDE,F,2B-52,2018-01-16 16:31
container9222,ship2,YT539,YT,DS-MOVE,F,2B-52,2018-01-16 16:29
container9223,ship2,GC103,QC,DS-QUAYSIDE,F,2A-72,2018-01-16 11:09
container9223,ship2,TC214,TC,DS-YARDSIDE,F,2A-72,2018-01-16 11:21
container9223,ship2,YT531,YT,DS-MOVE,F,2A-72,2018-01-16 11:20
container9224,ship2,GC102,GC,LD-QUAYSIDE,F,3C-86,2018-01-16 15:07
container9224,ship2,TC236,TC,LD-YARDSIDE,F,3C-86,2018-01-16 14:52
container9224,ship2,YT539,YT,LD-MOVE,F,3C-86,2018-01-16 15:04
container9225,ship2,GC102,GC,LD-QUAYSIDE,F,1D-80,2018-01-16 17:07
container9225,ship2,TC242,TC,LD-YARDSIDE,F,1D-80,2018-01-16 17:03
container9225,ship2,YT538,YT,LD-MOVE,F,1D-80,2018-01-16 17:05
container9226,ship2,GC103,QC,DS-QUAYSIDE,F,2F-56,2018-01-16 21:10
container9226,ship2,TC264,TC,DS-YARDSIDE,F,2F-56,2018-01-16 21:18
container9226,ship2,YT563,YT,DS-MOVE,F,2F-56,2018-01-16 21:16
container9227,ship2,GC106,QC,DS-QUAYSIDE,F,1B-18,2018-01-16 9:58
container9227,ship2,TC221,TC,DS-YARDSIDE,F,1B-18,2018-01-16 10:14
container9227,ship2,YT535,YT,DS-MOVE,F,1B-18,2018-01-16 10:12
container9228,ship2,GC102,GC,LD-QUAYSIDE,F,1D-80,2018-01-16 16:57
container9228,ship2,TC242,TC,LD-YARDSIDE,F,1D-80,2018-01-16 16:54
container9228,ship2,YT526,YT,LD-MOVE,F,1D-80,2018-01-16 16:56
container9229,ship2,GC102,GC,LD-QUAYSIDE,F,2B-06,2018-01-16 17:05
container9229,ship2,TC223,TC,LD-YARDSIDE,F,2B-06,2018-01-16 17:02
container9229,ship2,YT532,YT,LD-MOVE,F,2B-06,2018-01-16 17:03
container9230,ship2,GC104,QC,DS-QUAYSIDE,F,2C-72,2018-01-16 15:30
container9230,ship2,TC234,TC,DS-YARDSIDE,F,2C-72,2018-01-16 15:40
container9230,ship2,YT543,YT,DS-MOVE,F,2C-72,2018-01-16 15:39
container9231,ship2,GC105,QC,DS-QUAYSIDE,F,1C-88,2018-01-16 14:01
container9231,ship2,TC232,TC,DS-YARDSIDE,F,1C-88,2018-01-16 14:14
container9231,ship2,YT520,YT,DS-MOVE,F,1C-88,2018-01-16 14:12
container9232,ship2,GC101,QC,DS-QUAYSIDE,F,3C-86,2018-01-16 9:24
container9232,ship2,TC236,TC,DS-YARDSIDE,F,3C-86,2018-01-16 9:38
container9232,ship2,YT521,YT,DS-MOVE,F,3C-86,2018-01-16 9:37
container9233,ship2,GC106,QC,DS-QUAYSIDE,F,3.00E-14,2018-01-16 10:45
container9233,ship2,TC255,TC,DS-YARDSIDE,F,3.00E-14,2018-01-16 10:56
container9233,ship2,YT532,YT,DS-MOVE,F,3.00E-14,2018-01-16 10:55
container9234,ship2,GC103,QC,DS-QUAYSIDE,F,3.00E-14,2018-01-16 21:07
container9234,ship2,TC255,TC,DS-YARDSIDE,F,3.00E-14,2018-01-16 21:16
container9234,ship2,YT504,YT,DS-MOVE,F,3.00E-14,2018-01-16 21:14
container9235,ship2,GC102,GC,LD-QUAYSIDE,F,1D-06,2018-01-17 2:03
container9235,ship2,TC241,TC,LD-YARDSIDE,F,1D-06,2018-01-17 1:46
container9235,ship2,YT595,YT,LD-MOVE,F,1D-06,2018-01-17 2:00
container9236,ship2,GC107,QC,DS-QUAYSIDE,F,2A-94,2018-01-16 23:24
container9236,ship2,TC214,TC,DS-YARDSIDE,F,2A-94,2018-01-16 23:39
container9236,ship2,YT575,YT,DS-MOVE,F,2A-94,2018-01-16 23:37
container9237,ship2,GC104,QC,DS-QUAYSIDE,F,1C-68,2018-01-16 16:24
container9237,ship2,TC232,TC,DS-YARDSIDE,F,1C-68,2018-01-16 16:36
container9237,ship2,YT518,YT,DS-MOVE,F,1C-68,2018-01-16 16:34
container9238,ship2,GC101,QC,DS-QUAYSIDE,F,2D-72,2018-01-16 19:34
container9238,ship2,TC244,TC,DS-YARDSIDE,F,2D-72,2018-01-16 19:42
container9238,ship2,YT516,YT,DS-MOVE,F,2D-72,2018-01-16 19:40
container9239,ship2,GC105,QC,DS-QUAYSIDE,F,1C-10,2018-01-17 2:22
container9239,ship2,TC231,TC,DS-YARDSIDE,F,1C-10,2018-01-17 2:28
container9239,ship2,YT595,YT,DS-MOVE,F,1C-10,2018-01-17 2:26
container9240,ship2,GC101,QC,DS-QUAYSIDE,F,1A-60,2018-01-16 19:24
container9240,ship2,TC212,TC,DS-YARDSIDE,F,1A-60,2018-01-16 19:32
container9240,ship2,YT517,YT,DS-MOVE,F,1A-60,2018-01-16 19:30
container9241,ship2,GC104,QC,DS-QUAYSIDE,F,2D-72,2018-01-16 11:42
container9241,ship2,TC244,TC,DS-YARDSIDE,F,2D-72,2018-01-16 11:50
container9241,ship2,YT512,YT,DS-MOVE,F,2D-72,2018-01-16 11:49
container9242,ship2,GC106,GC,LD-QUAYSIDE,F,2.00E-94,2018-01-16 15:29
container9242,ship2,TC254,TC,LD-YARDSIDE,F,2.00E-94,2018-01-16 15:18
container9242,ship2,YT528,YT,LD-MOVE,F,2.00E-94,2018-01-16 15:26
container9243,ship2,GC104,GC,LD-QUAYSIDE,F,2A-20,2018-01-17 2:47
container9243,ship2,TC213,TC,LD-YARDSIDE,F,2A-20,2018-01-17 2:32
container9243,ship2,YT516,YT,LD-MOVE,F,2A-20,2018-01-17 2:44
container9244,ship2,GC102,QC,DS-QUAYSIDE,F,1F-06,2018-01-16 12:36
container9244,ship2,TC261,TC,DS-YARDSIDE,F,1F-06,2018-01-16 12:43
container9244,ship2,YT508,YT,DS-MOVE,F,1F-06,2018-01-16 12:42
container9245,ship2,GC105,QC,DS-QUAYSIDE,F,1F-88,2018-01-16 22:46
container9245,ship2,TC262,TC,DS-YARDSIDE,F,1F-88,2018-01-16 22:58
container9245,ship2,YT516,YT,DS-MOVE,F,1F-88,2018-01-16 22:57
container9246,ship2,GC102,QC,DS-QUAYSIDE,F,2A-28,2018-01-16 19:34
container9246,ship2,TC213,TC,DS-YARDSIDE,F,2A-28,2018-01-16 19:46
container9246,ship2,YT511,YT,DS-MOVE,F,2A-28,2018-01-16 19:44
container9247,ship2,GC106,GC,LD-QUAYSIDE,F,1B-76,2018-01-16 16:58
container9247,ship2,TC222,TC,LD-YARDSIDE,F,1B-76,2018-01-16 16:48
container9247,ship2,YT503,YT,LD-MOVE,F,1B-76,2018-01-16 16:55
container9248,ship2,GC101,GC,LD-QUAYSIDE,F,3.00E-02,2018-01-16 13:50
container9248,ship2,TC255,TC,LD-YARDSIDE,F,3.00E-02,2018-01-16 13:44
container9248,ship2,YT542,YT,LD-MOVE,F,3.00E-02,2018-01-16 13:48
container9249,ship2,GC107,GC,LD-QUAYSIDE,F,3.00E-02,2018-01-17 3:19
container9249,ship2,TC255,TC,LD-YARDSIDE,F,3.00E-02,2018-01-17 3:11
container9249,ship2,YT544,YT,LD-MOVE,F,3.00E-02,2018-01-17 3:16
container9250,ship2,GC101,GC,LD-QUAYSIDE,F,1F-72,2018-01-17 0:32
container9250,ship2,TC262,TC,LD-YARDSIDE,F,1F-72,2018-01-17 0:20
container9250,ship2,YT507,YT,LD-MOVE,F,1F-72,2018-01-17 0:30
container9251,ship2,GC102,QC,DS-QUAYSIDE,F,3.00E-14,2018-01-16 9:26
container9251,ship2,TC255,TC,DS-YARDSIDE,F,3.00E-14,2018-01-16 9:31
container9251,ship2,YT593,YT,DS-MOVE,F,3.00E-14,2018-01-16 9:30
container9252,ship2,GC107,QC,DS-QUAYSIDE,F,3A-66,2018-01-16 17:13
container9252,ship2,TC216,TC,DS-YARDSIDE,F,3A-66,2018-01-16 17:24
container9252,ship2,YT586,YT,DS-MOVE,F,3A-66,2018-01-16 17:22
container9253,ship2,GC107,QC,DS-QUAYSIDE,F,3B-56,2018-01-16 18:07
container9253,ship2,TC226,TC,DS-YARDSIDE,F,3B-56,2018-01-16 18:23
container9253,ship2,YT535,YT,DS-MOVE,F,3B-56,2018-01-16 18:21
container9254,ship2,GC104,QC,DS-QUAYSIDE,F,1A-32,2018-01-16 9:43
container9254,ship2,TC211,TC,DS-YARDSIDE,F,1A-32,2018-01-16 9:48
container9254,ship2,YT531,YT,DS-MOVE,F,1A-32,2018-01-16 9:47
container9255,ship2,GC107,QC,DS-QUAYSIDE,F,1A-76,2018-01-16 17:26
container9255,ship2,TC212,TC,DS-YARDSIDE,F,1A-76,2018-01-16 17:32
container9255,ship2,YT565,YT,DS-MOVE,F,1A-76,2018-01-16 17:30
container9256,ship2,GC107,QC,DS-QUAYSIDE,F,2C-72,2018-01-16 15:17
container9256,ship2,TC234,TC,DS-YARDSIDE,F,2C-72,2018-01-16 15:25
container9256,ship2,YT517,YT,DS-MOVE,F,2C-72,2018-01-16 15:23
container9257,ship2,GC102,QC,DS-QUAYSIDE,F,2.00E-14,2018-01-16 19:29
container9257,ship2,TC253,TC,DS-YARDSIDE,F,2.00E-14,2018-01-16 19:40
container9257,ship2,YT529,YT,DS-MOVE,F,2.00E-14,2018-01-16 19:38
container9258,ship2,GC107,QC,DS-QUAYSIDE,F,2B-48,2018-01-16 16:44
container9258,ship2,TC224,TC,DS-YARDSIDE,F,2B-48,2018-01-16 17:03
container9258,ship2,YT539,YT,DS-MOVE,F,2B-48,2018-01-16 17:01
container9259,ship2,GC104,GC,LD-QUAYSIDE,F,1A-44,2018-01-17 3:39
container9259,ship2,TC211,TC,LD-YARDSIDE,F,1A-44,2018-01-17 3:31
container9259,ship2,YT592,YT,LD-MOVE,F,1A-44,2018-01-17 3:36
container9260,ship2,GC104,QC,DS-QUAYSIDE,F,2.00E-14,2018-01-16 10:24
container9260,ship2,TC253,TC,DS-YARDSIDE,F,2.00E-14,2018-01-16 10:35
container9260,ship2,YT522,YT,DS-MOVE,F,2.00E-14,2018-01-16 10:34
container9261,ship2,GC102,QC,DS-QUAYSIDE,F,1A-32,2018-01-16 9:36
container9261,ship2,TC211,TC,DS-YARDSIDE,F,1A-32,2018-01-16 9:41
container9261,ship2,YT521,YT,DS-MOVE,F,1A-32,2018-01-16 9:39
container9262,ship2,GC104,QC,DS-QUAYSIDE,F,1Q-46,2018-01-16 13:55
container9262,ship2,RS302,RS,DS-YARDSIDE,F,1Q-46,2018-01-16 14:01
container9262,ship2,YT527,YT,DS-MOVE,F,1Q-46,2018-01-16 13:59
container9263,ship2,GC102,QC,DS-QUAYSIDE,F,1Q-38,2018-01-17 0:08
container9263,ship2,RS302,RS,DS-YARDSIDE,F,1Q-38,2018-01-17 0:29
container9263,ship2,YT524,YT,DS-MOVE,F,1Q-38,2018-01-17 0:28
container9264,ship2,GC103,GC,LD-QUAYSIDE,F,1A-80,2018-01-16 17:37
container9264,ship2,TC212,TC,LD-YARDSIDE,F,1A-80,2018-01-16 17:26
container9264,ship2,YT544,YT,LD-MOVE,F,1A-80,2018-01-16 17:34
container9265,ship2,GC103,GC,LD-QUAYSIDE,F,1D-06,2018-01-16 18:46
container9265,ship2,TC241,TC,LD-YARDSIDE,F,1D-06,2018-01-16 18:37
container9265,ship2,YT524,YT,LD-MOVE,F,1D-06,2018-01-16 18:44
container9266,ship2,GC103,GC,LD-QUAYSIDE,F,1A-80,2018-01-16 18:07
container9266,ship2,TC212,TC,LD-YARDSIDE,F,1A-80,2018-01-16 17:52
container9266,ship2,YT524,YT,LD-MOVE,F,1A-80,2018-01-16 18:05
container9267,ship2,GC107,GC,LD-QUAYSIDE,F,3B-10,2018-01-17 3:05
container9267,ship2,TC225,TC,LD-YARDSIDE,F,3B-10,2018-01-17 2:57
container9267,ship2,YT565,YT,LD-MOVE,F,3B-10,2018-01-17 3:02
container9268,ship2,GC104,QC,DS-QUAYSIDE,F,1P-38,2018-01-16 17:25
container9268,ship2,RS302,RS,DS-YARDSIDE,F,1P-38,2018-01-16 17:37
container9268,ship2,YT502,YT,DS-MOVE,F,1P-38,2018-01-16 17:35
container9269,ship2,GC107,QC,DS-QUAYSIDE,F,3B-64,2018-01-16 11:41
container9269,ship2,TC226,TC,DS-YARDSIDE,F,3B-64,2018-01-16 12:01
container9269,ship2,YT521,YT,DS-MOVE,F,3B-64,2018-01-16 11:59
container9270,ship2,GC105,QC,DS-QUAYSIDE,F,2.00E-14,2018-01-16 10:10
container9270,ship2,TC253,TC,DS-YARDSIDE,F,2.00E-14,2018-01-16 10:19
container9270,ship2,YT511,YT,DS-MOVE,F,2.00E-14,2018-01-16 10:17
container9271,ship2,GC106,GC,LD-QUAYSIDE,F,2.00E-10,2018-01-16 16:40
