CONTAINER_NO,VESSEL,MCHN_ID,MCHN_TP_CD,JOB_TYPE,FULL_EMPTY,BLOCK_BAY,JOB_END_DT
container1116,ship0,YT538,YT,DS-MOVE,F,2G-38,2018-01-31 6:46
container1117,ship0,GC103,GC,LD-QUAYSIDE,M,2.00E-66,2018-01-31 13:28
container1117,ship0,TC254,TC,LD-YARDSIDE,M,2.00E-66,2018-01-31 13:18
container1117,ship0,YT543,YT,LD-MOVE,M,2.00E-66,2018-01-31 13:25
container1118,ship0,GC104,QC,DS-QUAYSIDE,F,3G-14,2018-01-31 13:53
container1118,ship0,TC275,TC,DS-YARDSIDE,F,3G-14,2018-01-31 14:15
container1118,ship0,YT534,YT,DS-MOVE,F,3G-14,2018-01-31 14:14
container1119,ship0,GC103,GC,LD-QUAYSIDE,M,2F-22,2018-01-31 13:55
container1119,ship0,TC263,TC,LD-YARDSIDE,M,2F-22,2018-01-31 13:53
container1119,ship0,YT503,YT,LD-MOVE,M,2F-22,2018-01-31 13:54
container1120,ship0,GC101,GC,LD-QUAYSIDE,M,3G-70,2018-01-31 17:44
container1120,ship0,TC276,TC,LD-YARDSIDE,M,3G-70,2018-01-31 17:36
container1120,ship0,YT595,YT,LD-MOVE,M,3G-70,2018-01-31 17:41
container1121,ship0,GC105,QC,DS-QUAYSIDE,F,3G-10,2018-01-31 13:52
container1121,ship0,TC275,TC,DS-YARDSIDE,F,3G-10,2018-01-31 14:19
container1121,ship0,YT517,YT,DS-MOVE,F,3G-10,2018-01-31 14:18
container1122,ship0,GC107,GC,LD-QUAYSIDE,M,1G-68,2018-01-31 22:58
container1122,ship0,TC272,TC,LD-YARDSIDE,M,1G-68,2018-01-31 22:52
container1122,ship0,YT593,YT,LD-MOVE,M,1G-68,2018-01-31 22:55
container1123,ship0,GC107,GC,LD-QUAYSIDE,M,1C-30,2018-01-31 21:16
container1123,ship0,TC231,TC,LD-YARDSIDE,M,1C-30,2018-01-31 21:12
container1123,ship0,YT596,YT,LD-MOVE,M,1C-30,2018-01-31 21:14
container1124,ship0,GC104,QC,DS-QUAYSIDE,F,2G-34,2018-01-31 5:39
container1124,ship0,TC273,TC,DS-YARDSIDE,F,2G-34,2018-01-31 5:55
container1124,ship0,YT526,YT,DS-MOVE,F,2G-34,2018-01-31 5:53
container1125,ship0,GC104,GC,LD-QUAYSIDE,F,3B-64,2018-01-31 15:23
container1125,ship0,TC226,TC,LD-YARDSIDE,F,3B-64,2018-01-31 15:08
container1125,ship0,YT545,YT,LD-MOVE,F,3B-64,2018-01-31 15:21
container1126,ship0,GC103,QC,DS-QUAYSIDE,F,2G-38,2018-01-31 6:41
container1126,ship0,TC273,TC,DS-YARDSIDE,F,2G-38,2018-01-31 6:56
container1126,ship0,YT581,YT,DS-MOVE,F,2G-38,2018-01-31 6:54
container1127,ship0,GC103,QC,DS-QUAYSIDE,F,2G-38,2018-01-31 6:53
container1127,ship0,TC273,TC,DS-YARDSIDE,F,2G-38,2018-01-31 7:02
container1127,ship0,YT505,YT,DS-MOVE,F,2G-38,2018-01-31 7:01
container1128,ship0,GC105,QC,DS-QUAYSIDE,F,3G-14,2018-01-31 14:03
container1128,ship0,TC275,TC,DS-YARDSIDE,F,3G-14,2018-01-31 14:24
container1128,ship0,YT510,YT,DS-MOVE,F,3G-14,2018-01-31 14:22
container1129,ship0,GC107,GC,LD-QUAYSIDE,M,1C-30,2018-01-31 21:35
container1129,ship0,TC231,TC,LD-YARDSIDE,M,1C-30,2018-01-31 21:32
container1129,ship0,YT559,YT,LD-MOVE,M,1C-30,2018-01-31 21:33
container1130,ship0,GC107,GC,LD-QUAYSIDE,M,1F-26,2018-01-31 21:06
container1130,ship0,TC261,TC,LD-YARDSIDE,M,1F-26,2018-01-31 21:01
container1130,ship0,YT557,YT,LD-MOVE,M,1F-26,2018-01-31 21:03
container1131,ship0,GC107,QC,DS-QUAYSIDE,F,2G-50,2018-01-31 5:55
container1131,ship0,TC274,TC,DS-YARDSIDE,F,2G-50,2018-01-31 6:27
container1131,ship0,YT550,YT,DS-MOVE,F,2G-50,2018-01-31 6:25
container1132,ship0,GC105,QC,DS-QUAYSIDE,F,2G-10,2018-01-31 13:56
container1132,ship0,TC273,TC,DS-YARDSIDE,F,2G-10,2018-01-31 14:11
container1132,ship0,YT508,YT,DS-MOVE,F,2G-10,2018-01-31 14:09
container1133,ship0,GC107,GC,LD-QUAYSIDE,M,1F-62,2018-01-31 21:32
container1133,ship0,TC262,TC,LD-YARDSIDE,M,1F-62,2018-01-31 21:23
container1133,ship0,YT596,YT,LD-MOVE,M,1F-62,2018-01-31 21:29
container1134,ship0,GC103,GC,LD-QUAYSIDE,M,3D-18,2018-01-31 13:36
container1134,ship0,TC245,TC,LD-YARDSIDE,M,3D-18,2018-01-31 13:31
container1134,ship0,YT511,YT,LD-MOVE,M,3D-18,2018-01-31 13:33
container1135,ship0,GC103,GC,LD-QUAYSIDE,M,3C-24,2018-01-31 12:29
container1135,ship0,TC235,TC,LD-YARDSIDE,M,3C-24,2018-01-31 12:21
container1135,ship0,YT526,YT,LD-MOVE,M,3C-24,2018-01-31 12:27
container1136,ship0,GC103,GC,LD-QUAYSIDE,M,3C-30,2018-01-31 12:54
container1136,ship0,TC235,TC,LD-YARDSIDE,M,3C-30,2018-01-31 12:46
container1136,ship0,YT526,YT,LD-MOVE,M,3C-30,2018-01-31 12:51
container1137,ship0,GC105,QC,DS-QUAYSIDE,F,2G-50,2018-01-31 6:30
container1137,ship0,TC274,TC,DS-YARDSIDE,F,2G-50,2018-01-31 6:58
container1137,ship0,YT532,YT,DS-MOVE,F,2G-50,2018-01-31 6:57
container1138,ship0,GC105,QC,DS-QUAYSIDE,F,3G-10,2018-01-31 13:51
container1138,ship0,TC275,TC,DS-YARDSIDE,F,3G-10,2018-01-31 14:08
container1138,ship0,YT519,YT,DS-MOVE,F,3G-10,2018-01-31 14:06
container1139,ship0,GC103,GC,LD-QUAYSIDE,M,3D-30,2018-01-31 13:42
container1139,ship0,TC245,TC,LD-YARDSIDE,M,3D-30,2018-01-31 13:37
container1139,ship0,YT543,YT,LD-MOVE,M,3D-30,2018-01-31 13:40
container1140,ship0,GC107,GC,LD-QUAYSIDE,M,1C-30,2018-01-31 22:04
container1140,ship0,TC231,TC,LD-YARDSIDE,M,1C-30,2018-01-31 21:58
container1140,ship0,YT594,YT,LD-MOVE,M,1C-30,2018-01-31 22:02
container1141,ship0,GC106,QC,DS-QUAYSIDE,F,2G-50,2018-01-31 4:17
container1141,ship0,TC274,TC,DS-YARDSIDE,F,2G-50,2018-01-31 4:34
container1141,ship0,YT573,YT,DS-MOVE,F,2G-50,2018-01-31 4:32
container1142,ship0,GC105,QC,DS-QUAYSIDE,F,2G-10,2018-01-31 14:20
container1142,ship0,TC273,TC,DS-YARDSIDE,F,2G-10,2018-01-31 14:36
container1142,ship0,YT517,YT,DS-MOVE,F,2G-10,2018-01-31 14:34
container1143,ship0,GC103,GC,LD-QUAYSIDE,M,2.00E-30,2018-01-31 12:51
container1143,ship0,TC253,TC,LD-YARDSIDE,M,2.00E-30,2018-01-31 12:43
container1143,ship0,YT511,YT,LD-MOVE,M,2.00E-30,2018-01-31 12:49
container1144,ship0,GC101,GC,LD-QUAYSIDE,M,3G-58,2018-01-31 16:19
container1144,ship0,TC276,TC,LD-YARDSIDE,M,3G-58,2018-01-31 16:00
container1144,ship0,YT539,YT,LD-MOVE,M,3G-58,2018-01-31 16:16
container1145,ship0,GC103,QC,DS-QUAYSIDE,F,3G-30,2018-01-31 5:38
container1145,ship0,TC275,TC,DS-YARDSIDE,F,3G-30,2018-01-31 5:55
container1145,ship0,YT503,YT,DS-MOVE,F,3G-30,2018-01-31 5:54
container1146,ship0,GC105,QC,DS-QUAYSIDE,F,2G-42,2018-01-31 13:54
container1146,ship0,TC274,TC,DS-YARDSIDE,F,2G-42,2018-01-31 14:14
container1146,ship0,YT536,YT,DS-MOVE,F,2G-42,2018-01-31 14:12
container1147,ship0,GC103,QC,DS-QUAYSIDE,F,2G-18,2018-01-31 5:02
container1147,ship0,TC273,TC,DS-YARDSIDE,F,2G-18,2018-01-31 5:14
container1147,ship0,YT502,YT,DS-MOVE,F,2G-18,2018-01-31 5:12
container1148,ship0,GC101,GC,LD-QUAYSIDE,M,3G-58,2018-01-31 16:30
container1148,ship0,TC275,TC,LD-YARDSIDE,M,3G-58,2018-01-31 16:20
container1148,ship0,YT526,YT,LD-MOVE,M,3G-58,2018-01-31 16:27
container1149,ship0,GC101,GC,LD-QUAYSIDE,M,3G-66,2018-01-31 16:56
container1149,ship0,TC276,TC,LD-YARDSIDE,M,3G-66,2018-01-31 16:54
container1149,ship0,YT521,YT,LD-MOVE,M,3G-66,2018-01-31 16:55
container1150,ship0,GC103,QC,DS-QUAYSIDE,F,3G-26,2018-01-31 5:06
container1150,ship0,TC275,TC,DS-YARDSIDE,F,3G-26,2018-01-31 5:29
container1150,ship0,YT518,YT,DS-MOVE,F,3G-26,2018-01-31 5:28
container1151,ship0,GC106,GC,LD-QUAYSIDE,F,2G-46,2018-01-31 22:10
container1151,ship0,TC274,TC,LD-YARDSIDE,F,2G-46,2018-01-31 21:59
container1151,ship0,YT572,YT,LD-MOVE,F,2G-46,2018-01-31 22:07
container1152,ship0,GC107,GC,LD-QUAYSIDE,M,1C-64,2018-01-31 22:20
container1152,ship0,TC232,TC,LD-YARDSIDE,M,1C-64,2018-01-31 22:15
container1152,ship0,YT558,YT,LD-MOVE,M,1C-64,2018-01-31 22:17
container1153,ship0,GC103,QC,DS-QUAYSIDE,F,2G-18,2018-01-31 4:59
container1153,ship0,TC273,TC,DS-YARDSIDE,F,2G-18,2018-01-31 5:10
container1153,ship0,YT549,YT,DS-MOVE,F,2G-18,2018-01-31 5:09
container1154,ship0,GC103,GC,LD-QUAYSIDE,M,2.00E-30,2018-01-31 12:46
container1154,ship0,TC253,TC,LD-YARDSIDE,M,2.00E-30,2018-01-31 12:34
container1154,ship0,YT532,YT,LD-MOVE,M,2.00E-30,2018-01-31 12:44
container1155,ship0,GC107,GC,LD-QUAYSIDE,M,1C-22,2018-01-31 21:04
container1155,ship0,TC231,TC,LD-YARDSIDE,M,1C-22,2018-01-31 21:01
container1155,ship0,YT596,YT,LD-MOVE,M,1C-22,2018-01-31 21:01
container1156,ship0,GC103,QC,DS-QUAYSIDE,F,3G-38,2018-01-31 6:48
container1156,ship0,TC275,TC,DS-YARDSIDE,F,3G-38,2018-01-31 7:14
container1156,ship0,YT519,YT,DS-MOVE,F,3G-38,2018-01-31 7:12
container1157,ship0,GC105,QC,DS-QUAYSIDE,F,3G-26,2018-01-31 5:47
container1157,ship0,TC275,TC,DS-YARDSIDE,F,3G-26,2018-01-31 6:24
container1157,ship0,YT539,YT,DS-MOVE,F,3G-26,2018-01-31 6:23
container1158,ship0,GC105,QC,DS-QUAYSIDE,F,2G-34,2018-01-31 6:08
container1158,ship0,TC273,TC,DS-YARDSIDE,F,2G-34,2018-01-31 6:28
container1158,ship0,YT504,YT,DS-MOVE,F,2G-34,2018-01-31 6:27
container1159,ship0,GC103,QC,DS-QUAYSIDE,F,3G-34,2018-01-31 6:36
container1159,ship0,TC275,TC,DS-YARDSIDE,F,3G-34,2018-01-31 7:06
container1159,ship0,YT517,YT,DS-MOVE,F,3G-34,2018-01-31 7:05
container1160,ship0,GC105,QC,DS-QUAYSIDE,F,3G-14,2018-01-31 14:07
container1160,ship0,TC275,TC,DS-YARDSIDE,F,3G-14,2018-01-31 14:26
container1160,ship0,YT531,YT,DS-MOVE,F,3G-14,2018-01-31 14:24
container1161,ship0,GC105,QC,DS-QUAYSIDE,F,2G-34,2018-01-31 5:20
container1161,ship0,TC273,TC,DS-YARDSIDE,F,2G-34,2018-01-31 5:36
container1161,ship0,YT522,YT,DS-MOVE,F,2G-34,2018-01-31 5:34
container1162,ship0,GC107,QC,DS-QUAYSIDE,F,2G-34,2018-01-31 5:41
container1162,ship0,TC273,TC,DS-YARDSIDE,F,2G-34,2018-01-31 6:00
container1162,ship0,YT540,YT,DS-MOVE,F,2G-34,2018-01-31 5:59
container1163,ship0,GC105,QC,DS-QUAYSIDE,F,2G-18,2018-01-31 3:44
container1163,ship0,TC273,TC,DS-YARDSIDE,F,2G-18,2018-01-31 3:56
container1163,ship0,YT581,YT,DS-MOVE,F,2G-18,2018-01-31 3:55
container1164,ship0,GC107,GC,LD-QUAYSIDE,M,1C-30,2018-01-31 21:34
container1164,ship0,TC231,TC,LD-YARDSIDE,M,1C-30,2018-01-31 21:30
container1164,ship0,YT522,YT,LD-MOVE,M,1C-30,2018-01-31 21:31
container1165,ship0,GC103,QC,DS-QUAYSIDE,F,2G-38,2018-01-31 7:10
container1165,ship0,TC273,TC,DS-YARDSIDE,F,2G-38,2018-01-31 7:18
container1165,ship0,YT519,YT,DS-MOVE,F,2G-38,2018-01-31 7:16
container1166,ship0,GC105,QC,DS-QUAYSIDE,F,2G-38,2018-01-31 7:16
container1166,ship0,TC273,TC,DS-YARDSIDE,F,2G-38,2018-01-31 7:26
container1166,ship0,YT530,YT,DS-MOVE,F,2G-38,2018-01-31 7:24
container1167,ship0,GC104,QC,DS-QUAYSIDE,F,3G-14,2018-01-31 13:57
container1167,ship0,TC275,TC,DS-YARDSIDE,F,3G-14,2018-01-31 14:22
container1167,ship0,YT501,YT,DS-MOVE,F,3G-14,2018-01-31 14:20
container1168,ship0,GC103,QC,DS-QUAYSIDE,F,3G-18,2018-01-31 4:56
container1168,ship0,TC275,TC,DS-YARDSIDE,F,3G-18,2018-01-31 5:18
container1168,ship0,YT507,YT,DS-MOVE,F,3G-18,2018-01-31 5:17
container1169,ship0,GC101,GC,LD-QUAYSIDE,M,3G-58,2018-01-31 16:26
container1169,ship0,TC276,TC,LD-YARDSIDE,M,3G-58,2018-01-31 16:12
container1169,ship0,YT544,YT,LD-MOVE,M,3G-58,2018-01-31 16:23
container1170,ship0,GC101,GC,LD-QUAYSIDE,M,3.00E-66,2018-01-31 16:13
container1170,ship0,TC256,TC,LD-YARDSIDE,M,3.00E-66,2018-01-31 15:58
container1170,ship0,YT586,YT,LD-MOVE,M,3.00E-66,2018-01-31 16:10
container1171,ship0,GC103,QC,DS-QUAYSIDE,F,2G-38,2018-01-31 6:56
container1171,ship0,TC273,TC,DS-YARDSIDE,F,2G-38,2018-01-31 7:06
container1171,ship0,YT537,YT,DS-MOVE,F,2G-38,2018-01-31 7:04
container1172,ship0,GC105,QC,DS-QUAYSIDE,F,3G-38,2018-01-31 14:17
container1172,ship0,TC276,TC,DS-YARDSIDE,F,3G-38,2018-01-31 14:36
container1172,ship0,YT508,YT,DS-MOVE,F,3G-38,2018-01-31 14:35
container1173,ship0,GC104,QC,DS-QUAYSIDE,F,2G-34,2018-01-31 5:41
container1173,ship0,TC273,TC,DS-YARDSIDE,F,2G-34,2018-01-31 6:21
container1173,ship0,YT530,YT,DS-MOVE,F,2G-34,2018-01-31 6:19
container1174,ship0,GC103,QC,DS-QUAYSIDE,F,2G-38,2018-01-31 6:35
container1174,ship0,TC273,TC,DS-YARDSIDE,F,2G-38,2018-01-31 6:52
container1174,ship0,YT575,YT,DS-MOVE,F,2G-38,2018-01-31 6:50
container1175,ship0,GC107,GC,LD-QUAYSIDE,M,1F-62,2018-01-31 21:45
container1175,ship0,TC262,TC,LD-YARDSIDE,M,1F-62,2018-01-31 21:42
container1175,ship0,YT559,YT,LD-MOVE,M,1F-62,2018-01-31 21:43
container1176,ship0,GC104,QC,DS-QUAYSIDE,F,2G-50,2018-01-31 4:27
container1176,ship0,TC274,TC,DS-YARDSIDE,F,2G-50,2018-01-31 4:43
container1176,ship0,YT511,YT,DS-MOVE,F,2G-50,2018-01-31 4:42
container1177,ship0,GC103,QC,DS-QUAYSIDE,F,2G-50,2018-01-31 6:51
container1177,ship0,TC274,TC,DS-YARDSIDE,F,2G-50,2018-01-31 7:06
container1177,ship0,YT503,YT,DS-MOVE,F,2G-50,2018-01-31 7:05
container1178,ship0,GC106,QC,DS-QUAYSIDE,F,3G-22,2018-01-31 4:02
container1178,ship0,TC275,TC,DS-YARDSIDE,F,3G-22,2018-01-31 4:18
container1178,ship0,YT538,YT,DS-MOVE,F,3G-22,2018-01-31 4:16
container1179,ship0,GC107,GC,LD-QUAYSIDE,M,1C-30,2018-01-31 21:25
container1179,ship0,TC231,TC,LD-YARDSIDE,M,1C-30,2018-01-31 21:22
container1179,ship0,YT515,YT,LD-MOVE,M,1C-30,2018-01-31 21:23
container1180,ship0,GC102,GC,LD-QUAYSIDE,M,2C-68,2018-01-31 23:32
container1180,ship0,TC234,TC,LD-YARDSIDE,M,2C-68,2018-01-31 23:08
container1180,ship0,YT594,YT,LD-MOVE,M,2C-68,2018-01-31 23:29
container1181,ship0,GC105,QC,DS-QUAYSIDE,F,3G-26,2018-01-31 5:38
container1181,ship0,TC275,TC,DS-YARDSIDE,F,3G-26,2018-01-31 6:09
container1181,ship0,YT567,YT,DS-MOVE,F,3G-26,2018-01-31 6:08
container1182,ship0,GC106,QC,DS-QUAYSIDE,F,3G-18,2018-01-31 5:01
container1182,ship0,TC275,TC,DS-YARDSIDE,F,3G-18,2018-01-31 5:22
container1182,ship0,YT517,YT,DS-MOVE,F,3G-18,2018-01-31 5:20
container1183,ship0,GC103,QC,DS-QUAYSIDE,F,2G-26,2018-01-31 6:46
container1183,ship0,TC273,TC,DS-YARDSIDE,F,2G-26,2018-01-31 7:00
container1183,ship0,YT574,YT,DS-MOVE,F,2G-26,2018-01-31 6:58
container1184,ship0,GC103,QC,DS-QUAYSIDE,F,3G-38,2018-01-31 6:43
container1184,ship0,TC275,TC,DS-YARDSIDE,F,3G-38,2018-01-31 7:12
container1184,ship0,YT560,YT,DS-MOVE,F,3G-38,2018-01-31 7:10
container1185,ship0,GC107,GC,LD-QUAYSIDE,M,1D-22,2018-01-31 22:48
container1185,ship0,TC241,TC,LD-YARDSIDE,M,1D-22,2018-01-31 22:41
container1185,ship0,YT534,YT,LD-MOVE,M,1D-22,2018-01-31 22:46
container1186,ship0,GC103,QC,DS-QUAYSIDE,F,3G-34,2018-01-31 7:05
container1186,ship0,TC275,TC,DS-YARDSIDE,F,3G-34,2018-01-31 7:27
container1186,ship0,YT575,YT,DS-MOVE,F,3G-34,2018-01-31 7:25
container1187,ship0,GC103,GC,LD-QUAYSIDE,M,3D-30,2018-01-31 13:45
container1187,ship0,TC245,TC,LD-YARDSIDE,M,3D-30,2018-01-31 13:41
container1187,ship0,YT512,YT,LD-MOVE,M,3D-30,2018-01-31 13:43
container1188,ship0,GC103,QC,DS-QUAYSIDE,F,3G-18,2018-01-31 4:46
container1188,ship0,TC275,TC,DS-YARDSIDE,F,3G-18,2018-01-31 5:03
container1188,ship0,YT508,YT,DS-MOVE,F,3G-18,2018-01-31 5:01
container1189,ship0,GC103,QC,DS-QUAYSIDE,F,2G-38,2018-01-31 7:09
container1189,ship0,TC273,TC,DS-YARDSIDE,F,2G-38,2018-01-31 7:16
container1189,ship0,YT537,YT,DS-MOVE,F,2G-38,2018-01-31 7:14
container1190,ship0,GC103,GC,LD-QUAYSIDE,M,2F-18,2018-01-31 13:34
container1190,ship0,TC263,TC,LD-YARDSIDE,M,2F-18,2018-01-31 13:29
container1190,ship0,YT510,YT,LD-MOVE,M,2F-18,2018-01-31 13:32
container1191,ship0,GC101,GC,LD-QUAYSIDE,M,3.00E-66,2018-01-31 16:16
container1191,ship0,TC256,TC,LD-YARDSIDE,M,3.00E-66,2018-01-31 16:00
container1191,ship0,YT525,YT,LD-MOVE,M,3.00E-66,2018-01-31 16:14
container1192,ship0,GC105,QC,DS-QUAYSIDE,F,2G-50,2018-01-31 5:56
container1192,ship0,TC274,TC,DS-YARDSIDE,F,2G-50,2018-01-31 6:35
container1192,ship0,YT516,YT,DS-MOVE,F,2G-50,2018-01-31 6:34
container1193,ship0,GC107,GC,LD-QUAYSIDE,M,1F-62,2018-01-31 21:55
container1193,ship0,TC262,TC,LD-YARDSIDE,M,1F-62,2018-01-31 21:46
container1193,ship0,YT578,YT,LD-MOVE,M,1F-62,2018-01-31 21:52
container1194,ship0,GC103,GC,LD-QUAYSIDE,M,3C-30,2018-01-31 12:52
container1194,ship0,TC235,TC,LD-YARDSIDE,M,3C-30,2018-01-31 12:35
container1194,ship0,YT527,YT,LD-MOVE,M,3C-30,2018-01-31 12:50
container1195,ship0,GC103,GC,LD-QUAYSIDE,M,3D-22,2018-01-31 13:37
container1195,ship0,TC245,TC,LD-YARDSIDE,M,3D-22,2018-01-31 13:33
container1195,ship0,YT540,YT,LD-MOVE,M,3D-22,2018-01-31 13:35
container1196,ship0,GC105,QC,DS-QUAYSIDE,F,3G-38,2018-01-31 6:34
container1196,ship0,TC275,TC,DS-YARDSIDE,F,3G-38,2018-01-31 7:09
container1196,ship0,YT526,YT,DS-MOVE,F,3G-38,2018-01-31 7:08
container1197,ship0,GC105,QC,DS-QUAYSIDE,F,2G-34,2018-01-31 5:50
container1197,ship0,TC273,TC,DS-YARDSIDE,F,2G-34,2018-01-31 6:09
container1197,ship0,YT581,YT,DS-MOVE,F,2G-34,2018-01-31 6:08
container1198,ship0,GC105,QC,DS-QUAYSIDE,F,2G-34,2018-01-31 5:35
container1198,ship0,TC273,TC,DS-YARDSIDE,F,2G-34,2018-01-31 5:49
container1198,ship0,YT550,YT,DS-MOVE,F,2G-34,2018-01-31 5:47
container1199,ship0,GC103,QC,DS-QUAYSIDE,F,3G-18,2018-01-31 3:58
container1199,ship0,TC275,TC,DS-YARDSIDE,F,3G-18,2018-01-31 4:15
container1199,ship0,YT508,YT,DS-MOVE,F,3G-18,2018-01-31 4:14
container1200,ship0,GC107,GC,LD-QUAYSIDE,M,1D-22,2018-01-31 22:39
container1200,ship0,TC241,TC,LD-YARDSIDE,M,1D-22,2018-01-31 22:34
container1200,ship0,YT564,YT,LD-MOVE,M,1D-22,2018-01-31 22:38
container1201,ship0,GC105,QC,DS-QUAYSIDE,F,2G-50,2018-01-31 6:27
container1201,ship0,TC274,TC,DS-YARDSIDE,F,2G-50,2018-01-31 6:53
container1201,ship0,YT540,YT,DS-MOVE,F,2G-50,2018-01-31 6:52
container1202,ship0,GC101,GC,LD-QUAYSIDE,M,3G-62,2018-01-31 16:51
container1202,ship0,TC276,TC,LD-YARDSIDE,M,3G-62,2018-01-31 16:45
container1202,ship0,YT514,YT,LD-MOVE,M,3G-62,2018-01-31 16:48
container1203,ship0,GC103,GC,LD-QUAYSIDE,M,2.00E-66,2018-01-31 13:14
container1203,ship0,TC254,TC,LD-YARDSIDE,M,2.00E-66,2018-01-31 13:08
container1203,ship0,YT504,YT,LD-MOVE,M,2.00E-66,2018-01-31 13:11
container1204,ship0,GC104,QC,DS-QUAYSIDE,F,2G-14,2018-01-31 13:50
container1204,ship0,TC273,TC,DS-YARDSIDE,F,2G-14,2018-01-31 14:16
container1204,ship0,YT555,YT,DS-MOVE,F,2G-14,2018-01-31 14:15
container1205,ship0,GC103,GC,LD-QUAYSIDE,M,3D-30,2018-01-31 13:48
container1205,ship0,TC245,TC,LD-YARDSIDE,M,3D-30,2018-01-31 13:43
container1205,ship0,YT525,YT,LD-MOVE,M,3D-30,2018-01-31 13:46
container1206,ship0,GC103,GC,LD-QUAYSIDE,M,3C-24,2018-01-31 12:24
container1206,ship0,TC235,TC,LD-YARDSIDE,M,3C-24,2018-01-31 12:13
container1206,ship0,YT523,YT,LD-MOVE,M,3C-24,2018-01-31 12:21
container1207,ship0,GC103,QC,DS-QUAYSIDE,F,3G-34,2018-01-31 7:03
container1207,ship0,TC275,TC,DS-YARDSIDE,F,3G-34,2018-01-31 7:23
container1207,ship0,YT574,YT,DS-MOVE,F,3G-34,2018-01-31 7:22
container1208,ship0,GC103,GC,LD-QUAYSIDE,M,3C-24,2018-01-31 12:19
container1208,ship0,TC235,TC,LD-YARDSIDE,M,3C-24,2018-01-31 12:12
container1208,ship0,YT538,YT,LD-MOVE,M,3C-24,2018-01-31 12:17
container1209,ship0,GC107,GC,LD-QUAYSIDE,M,1C-22,2018-01-31 21:02
container1209,ship0,TC231,TC,LD-YARDSIDE,M,1C-22,2018-01-31 20:59
container1209,ship0,YT521,YT,LD-MOVE,M,1C-22,2018-01-31 20:59
container1210,ship0,GC103,QC,DS-QUAYSIDE,F,2G-38,2018-01-31 6:59
container1210,ship0,TC273,TC,DS-YARDSIDE,F,2G-38,2018-01-31 7:08
container1210,ship0,YT511,YT,DS-MOVE,F,2G-38,2018-01-31 7:06
container1211,ship0,GC103,GC,LD-QUAYSIDE,M,3C-62,2018-01-31 13:05
container1211,ship0,TC235,TC,LD-YARDSIDE,M,3C-62,2018-01-31 12:57
container1211,ship0,YT508,YT,LD-MOVE,M,3C-62,2018-01-31 13:03
container1212,ship0,GC107,GC,LD-QUAYSIDE,M,1C-30,2018-01-31 22:01
container1212,ship0,TC231,TC,LD-YARDSIDE,M,1C-30,2018-01-31 21:56
container1212,ship0,YT559,YT,LD-MOVE,M,1C-30,2018-01-31 21:59
container1213,ship0,GC103,QC,DS-QUAYSIDE,F,2G-18,2018-01-31 4:54
container1213,ship0,TC273,TC,DS-YARDSIDE,F,2G-18,2018-01-31 5:03
container1213,ship0,YT576,YT,DS-MOVE,F,2G-18,2018-01-31 5:01
container1214,ship0,GC106,GC,LD-QUAYSIDE,F,1B-38,2018-01-31 20:36
container1214,ship0,TC221,TC,LD-YARDSIDE,F,1B-38,2018-01-31 20:33
container1214,ship0,YT582,YT,LD-MOVE,F,1B-38,2018-01-31 20:34
container1215,ship0,GC105,QC,DS-QUAYSIDE,F,2G-42,2018-01-31 14:22
container1215,ship0,TC274,TC,DS-YARDSIDE,F,2G-42,2018-01-31 14:51
container1215,ship0,YT524,YT,DS-MOVE,F,2G-42,2018-01-31 14:50
container1216,ship0,GC105,QC,DS-QUAYSIDE,F,3G-26,2018-01-31 5:37
container1216,ship0,TC275,TC,DS-YARDSIDE,F,3G-26,2018-01-31 5:59
container1216,ship0,YT516,YT,DS-MOVE,F,3G-26,2018-01-31 5:58
container1217,ship0,GC106,GC,LD-QUAYSIDE,F,2G-14,2018-01-31 22:06
container1217,ship0,TC273,TC,LD-YARDSIDE,F,2G-14,2018-01-31 21:45
container1217,ship0,YT549,YT,LD-MOVE,F,2G-14,2018-01-31 22:03
container1218,ship0,GC106,GC,LD-QUAYSIDE,F,2G-30,2018-01-31 22:25
container1218,ship0,TC273,TC,LD-YARDSIDE,F,2G-30,2018-01-31 22:18
container1218,ship0,YT594,YT,LD-MOVE,F,2G-30,2018-01-31 22:23
container1219,ship0,GC107,GC,LD-QUAYSIDE,M,1C-22,2018-01-31 21:08
container1219,ship0,TC231,TC,LD-YARDSIDE,M,1C-22,2018-01-31 21:03
container1219,ship0,YT559,YT,LD-MOVE,M,1C-22,2018-01-31 21:06
container1220,ship0,GC103,QC,DS-QUAYSIDE,F,2G-34,2018-01-31 6:20
container1220,ship0,TC273,TC,DS-YARDSIDE,F,2G-34,2018-01-31 6:35
container1220,ship0,YT522,YT,DS-MOVE,F,2G-34,2018-01-31 6:33
container1221,ship0,GC107,GC,LD-QUAYSIDE,M,1F-26,2018-01-31 20:56
container1221,ship0,TC261,TC,LD-YARDSIDE,M,1F-26,2018-01-31 20:54
container1221,ship0,YT576,YT,LD-MOVE,M,1F-26,2018-01-31 20:55
container1222,ship0,GC107,GC,LD-QUAYSIDE,M,1F-62,2018-01-31 21:36
container1222,ship0,TC262,TC,LD-YARDSIDE,M,1F-62,2018-01-31 21:34
container1222,ship0,YT515,YT,LD-MOVE,M,1F-62,2018-01-31 21:34
container1223,ship0,GC103,QC,DS-QUAYSIDE,F,2G-34,2018-01-31 5:41
